model_id,hidden_units,accuracy_train,mse_train,accuracy_test,mse_test,accuracy_holdout,mse_holdout
8045,30,0.9966071844100952,0.002808857942,0.9836123585700988,0.0128825539723038,0.9851012229919434,0.011697432026267
7083,30,0.9971903562545776,0.0022561715450137,0.98381245136261,0.0127277905121445,0.9837619066238404,0.0123829571530222
597,40,0.9967440366744996,0.0023964899592101,0.9835749864578248,0.0129905203357338,0.9843869209289552,0.0120208216831088
35,40,0.9964225888252258,0.0027042422443628,0.984329104423523,0.0123191373422741,0.9860714673995972,0.010938761755824
2986,30,0.9968215227127076,0.0025208366569131,0.9840046763420104,0.0126436771824955,0.983928680419922,0.0121385054662823
2997,40,0.997083306312561,0.0024708406999707,0.9832924604415894,0.0132650528103113,0.9843570590019226,0.0121806403622031
4499,40,0.9962857365608216,0.0028591167647391,0.9838886260986328,0.0125925531610846,0.9837142825126648,0.012764697894454
5166,40,0.9974166750907898,0.0020908734295517,0.984493851661682,0.0124552119523286,0.9855178594589232,0.0115899965167045
805,30,0.9965356588363647,0.0026137235108762,0.9837388396263124,0.012860014103353,0.9851012229919434,0.0118932323530316
1427,30,0.996916651725769,0.0024671969003975,0.9843041896820068,0.0124887526035308,0.986380934715271,0.0111000640317797
102,40,0.9975475072860718,0.0019797529093921,0.9831278920173644,0.0135791217908263,0.9843214154243468,0.0123674515634775
3436,30,0.9960952997207642,0.0028734209481626,0.9840648770332336,0.012281896546483,0.9857977032661438,0.0111153125762939
8628,20,0.9959999918937684,0.0033567040227353,0.9822445511817932,0.0139806475490331,0.982976257801056,0.0129792103543877
